group,mean_importance,std_importance,num_features,normalized_importance
population,0.8376075983395423,0.8938704310796394,6,0.4910107309343384
mane,0.48796066371002594,1.0574037581307827,2,0.2860455452295696
conservation,0.38031624427408967,0.4732551703180397,9,0.22294372383609196
