feature,importance
GERP++_RS,541
phyloP100way_vertebrate,476
GERP_92_mammals,315
phyloP470way_mammalian,313
dbNSFP_POPMAX_AF,306
gnomAD4.1_joint_AF,240
gnomAD4.1_joint_POPMAX_AF,208
phastCons100way_vertebrate,203
MANE_Select,118
phastCons470way_mammalian,85
dbNSFP_POPMAX_AF_was_na,67
gnomAD4.1_joint_AF_was_na,54
phyloP470way_mammalian_was_na,48
GERP_92_mammals_was_na,12
GERP++_RS_was_na,0
gnomAD4.1_joint_POPMAX_AF_was_na,0
MANE_Empty,0
