group,mean_importance,std_importance,num_features,normalized_importance
population,0.19307463,0.29870513,6,0.30591026
meta_predictors,0.1696675,0.4627048,25,0.26882365
functional,0.12329454,0.27990916,24,0.19534968
dl_meta,0.06561061,0.10103479,20,0.10395441
conservation,0.0481626,0.08805659,12,0.076309524
mane,0.03133806,0.08561537,4,0.04965248
