group,mean_importance,std_importance,num_features,normalized_importance
population,1.5850622124601415,17.487879095005372,6,0.8893715520398676
conservation,0.12247980499563452,0.2271354436021232,12,0.06872288885963647
mane,0.07468522921591463,0.19405793417007666,4,0.041905559100495905
