group,mean_importance,std_importance,num_features,normalized_importance
mane,0.3787241307347687,0.8161001994770215,2,0.40455130413405843
conservation,0.3614801972832423,0.48412213595997367,7,0.38613141693890785
population,0.1959541440092322,0.3832574314371321,6,0.20931727892703378
