feature,importance
gnomAD4.1_joint_AF_was_na,0.21704933
dbNSFP_POPMAX_AF,0.18067493
dbNSFP_POPMAX_AF_was_na,0.14851934
MANE_Empty,0.13767126
phastCons470way_mammalian,0.055026077
gnomAD4.1_joint_POPMAX_AF,0.04695403
GERP++_RS,0.04688354
phyloP100way_vertebrate,0.040965505
gnomAD4.1_joint_AF,0.03215736
GERP++_RS_was_na,0.02853227
GERP_92_mammals_was_na,0.015813539
phastCons100way_vertebrate,0.01453532
phyloP470way_mammalian,0.008954017
MANE_Select,0.006369637
MANE_Both,0.0051592607
GERP_92_mammals,0.005024234
phyloP470way_mammalian_was_na,0.004537858
MANE_Plus_Clinical,0.0031080395
phastCons470way_mammalian_was_na,0.00206444
phastCons100way_vertebrate_was_na,0.0
phyloP100way_vertebrate_was_na,0.0
gnomAD4.1_joint_POPMAX_AF_was_na,0.0
