group,mean_importance,std_importance,num_features,normalized_importance
population,0.19574054,0.33372653,6,0.3006919
meta_predictors,0.18074371,0.48412737,25,0.27765414
functional,0.11850411,0.27283254,24,0.18204315
dl_meta,0.07370872,0.11957716,20,0.11322956
conservation,0.050787672,0.09191307,12,0.0780188
mane,0.0314824,0.08251823,4,0.0483625
