feature,importance
BayesDel_addAF_score,0.6210768
MutationTaster_score_mean,0.055706915
MutationTaster_score_max,0.03561132
MutPred2_score_count,0.019160999
CADD_phred,0.017431827
gnomAD4.1_joint_AF_was_na,0.017350584
dbNSFP_POPMAX_AF_was_na,0.01719921
MetaLR_score_was_na,0.0153123215
AlphaMissense_rankscore_was_na,0.009539959
gMVP_score_mean,0.009523356
MANE_Select,0.009297273
ESM1b_score_mean,0.0085160425
gnomAD4.1_joint_POPMAX_AF,0.008235242
popEVE_score_count,0.007801404
BayesDel_addAF_score_was_na,0.007796487
fathmm-XF_coding_score_was_na,0.007459517
MisFit_D_score_mean,0.007295263
AlphaMissense_score_mean,0.0069340463
dbNSFP_POPMAX_AF,0.0067024548
gMVP_score_max,0.0064383657
Eigen-phred_coding_was_na,0.0045702076
ESM1b_score_count,0.0037689789
M-CAP_score_was_na,0.0035090588
phastCons100way_vertebrate,0.0032466806
MutationAssessor_score_max,0.0031470363
MutationTaster_score_count,0.0031225502
MisFit_D_score_count,0.0026306156
MANE_Plus_Clinical,0.0025537966
Polyphen2_HDIV_score_count,0.0025408196
VEST4_score_count,0.002452675
gMVP_score_count,0.0023756064
AlphaMissense_score_count,0.0023222012
popEVE_score_std,0.002154652
BayesDel_noAF_score,0.0021088608
VEST4_score_max,0.002047633
fathmm-XF_coding_score,0.0020321393
MisFit_D_score_max,0.002018341
MutPred2_score_mean,0.0020091282
phyloP100way_vertebrate,0.0019527054
MANE_Empty,0.001923303
MutationAssessor_score_count,0.0019134313
Polyphen2_HDIV_score_std,0.001859126
popEVE_score_mean,0.001834823
M-CAP_score,0.0018002166
MutPred2_score_std,0.0016684271
phyloP470way_mammalian_was_na,0.0016648325
MutPred2_score_max,0.0016124382
VEST4_score_mean,0.0016098142
Polyphen2_HDIV_score_max,0.00158816
REVEL_score_max,0.0015709066
gnomAD4.1_joint_AF,0.0015669519
AlphaMissense_score_std,0.0015534342
popEVE_score_max,0.0015385894
MetaSVM_score,0.0015363372
REVEL_score_count,0.0015263945
VEST4_score_std,0.0014991539
AlphaMissense_rankscore,0.0014990026
Polyphen2_HDIV_score_mean,0.0014757563
GERP++_RS_was_na,0.001471702
DANN_score,0.0014715372
SIFT_score_mean,0.0014255316
SIFT_score_count,0.0014132453
Eigen-phred_coding,0.0013967013
GERP++_RS,0.0013684268
Eigen-raw_coding,0.0012887989
MetaLR_score,0.0012769832
phastCons470way_mammalian,0.0012582006
ESM1b_score_max,0.0011752895
GERP_92_mammals,0.001167271
ESM1b_score_std,0.0011355655
MutationTaster_score_std,0.0011177975
phyloP470way_mammalian,0.0010919146
SIFT_score_max,0.0010341989
SIFT_score_std,0.0010160782
MutationAssessor_score_std,0.000995161
REVEL_score_std,0.00089302653
GERP_92_mammals_was_na,0.00076934416
AlphaMissense_score_max,0.0007447747
phastCons470way_mammalian_was_na,0.00029415477
REVEL_score_mean,0.0
Eigen-raw_coding_was_na,0.0
BayesDel_noAF_score_was_na,0.0
MetaSVM_score_was_na,0.0
gMVP_score_std,0.0
DANN_score_was_na,0.0
MutationAssessor_score_mean,0.0
MisFit_D_score_std,0.0
phastCons100way_vertebrate_was_na,0.0
phyloP100way_vertebrate_was_na,0.0
gnomAD4.1_joint_POPMAX_AF_was_na,0.0
MANE_Both,0.0
