group,mean_importance,std_importance,num_features,normalized_importance
population,0.18107331,0.27892488,6,0.28297478
meta_predictors,0.18026797,0.495889,25,0.28171623
functional,0.1235591,0.28600374,24,0.19309367
dl_meta,0.070486575,0.11927035,20,0.110153854
conservation,0.049956664,0.08506836,12,0.078070454
mane,0.034548424,0.0775469,4,0.05399102
