group,mean_importance,std_importance,num_features,normalized_importance
mane,0.2966289101504033,0.7663605061772422,4,0.33465627960064587
dl_meta,0.29557326477272505,0.6505112178630629,20,0.3334653021113233
population,0.1782803265304083,0.8739205868880813,6,0.20113558982637028
conservation,0.11588637381268699,0.2053206129563025,10,0.1307428284616607
