group,mean_importance,std_importance,num_features,normalized_importance
dl_meta,0.11363821740853397,0.5737360224903139,19,0.42160799220279954
conservation,0.07456582040548189,0.23707877872017677,7,0.27664589030898395
mane,0.06688392072224679,0.22041253760790913,2,0.24814535258839798
population,0.014447295799884656,0.04044694194489273,6,0.05360076489981865
