group,mean_importance,std_importance,num_features,normalized_importance
population,0.651191799597222,0.7614779189622003,6,0.4804887162994072
mane,0.3493640845793452,0.5834528856915839,2,0.25778196320112756
dl_meta,0.22893000335134625,0.5129991689294641,20,0.16891841006097433
conservation,0.12578381497940724,0.2866922749858097,9,0.09281091043849098
