group,mean_importance,std_importance,num_features,normalized_importance
population,2.7303911976063024,18.13111628614577,6,0.8544975102173852
conservation,0.2694132151288343,0.3308755873132637,7,0.08431499550286944
mane,0.1955134962798204,0.4573367239615213,2,0.0611874942797453
