group,mean_importance,std_importance,num_features,normalized_importance
population,0.19447629,0.2867629,6,0.29912412
meta_predictors,0.18102443,0.47970626,25,0.2784338
functional,0.1202022,0.2601299,24,0.18488309
dl_meta,0.071403235,0.11685359,20,0.109825365
conservation,0.048892364,0.09039264,12,0.07520138
mane,0.034153923,0.0793474,4,0.052532174
