group,mean_importance,std_importance,num_features,normalized_importance
conservation,0.20640319730465373,0.3286018900735484,10,0.4253830407660772
population,0.15466636485391047,0.35325539772142317,6,0.31875692549801676
mane,0.12414770680669548,0.2672338277559814,4,0.2558600337359059
