group,mean_importance,std_importance,num_features,normalized_importance
population,0.2828696921046302,0.3425224491457629,6,0.45488587245096884
dl_meta,0.22609944992520414,0.36330724180383994,20,0.36359301972113656
mane,0.07895144263732548,0.322959398262931,4,0.12696268588597429
conservation,0.033927024229773124,0.06522203081065397,12,0.05455842194192034
