group,mean_importance,std_importance,num_features,normalized_importance
population,2.493410118052818,20.339618879338822,6,0.8215347026770825
mane,0.20979008980720082,0.4907319147661386,2,0.0691221383143141
conservation,0.18797875911638853,0.2281121065493351,7,0.06193568914402626
dl_meta,0.1438846887982086,0.40549641191087266,19,0.047407469864577195
