group,mean_importance,std_importance,num_features,normalized_importance
population,0.45041034484876386,0.44149835198699766,6,0.6889532929381255
conservation,0.14173336622201071,0.20683525593112848,12,0.21679712842884888
mane,0.06161663736726527,0.19971764972716524,4,0.09424957863302562
