group,mean_importance,std_importance,num_features,normalized_importance
dl_meta,0.23710014704782478,0.43612879362060303,20,0.4442017204440988
mane,0.11547372518749083,0.5230658673537149,4,0.216337391743693
population,0.09260539971152744,0.2582042539151929,6,0.1734941052819196
conservation,0.08858756445977771,0.18766064222536386,10,0.1659667825302885
