group,mean_importance,std_importance,num_features,normalized_importance
mane,0.6372775240316592,0.8950401736700234,2,0.4144688733510482
dl_meta,0.345584988981032,0.4327560150495095,20,0.2247595680510569
population,0.3379101763980164,0.3741056325106205,6,0.21976806779487512
conservation,0.21680362815245893,0.2963959057812354,9,0.14100349080301977
