group,mean_importance,std_importance,num_features,normalized_importance
population,0.4504993180713347,0.45207243552681675,6,0.6908416436550191
conservation,0.14112139931249545,0.21574476775478035,12,0.21640996011564018
mane,0.06048142817863032,0.20067959538270871,4,0.09274839622934075
