group,mean_importance,std_importance,num_features,normalized_importance
population,1.5344686138012529,12.976166928467581,6,0.6980806688787001
dl_meta,0.35312752519054597,0.6437464532273759,20,0.16064942402036314
mane,0.2632198107821398,0.6936325209505618,4,0.11974742260627332
conservation,0.047309112571664154,0.07167131017058875,12,0.02152248449466335
