group,mean_importance,std_importance,num_features,normalized_importance
population,0.29911152,0.42111304,6,0.41363055
dl_meta,0.2527436,0.40010023,20,0.34951004
mane,0.09840822,0.31659934,4,0.13608518
conservation,0.07287354,0.13248104,12,0.1007742
