group,mean_importance,std_importance,num_features,normalized_importance
population,0.21215162276105037,2.0327588497334252,6,0.4912916240252774
conservation,0.1263784850806199,0.23426750406923927,10,0.2926618725280432
mane,0.09329411302095734,0.2377921893380357,4,0.21604650344667944
