group,mean_importance,std_importance,num_features,normalized_importance
population,0.283339348253899,0.3488730559505505,6,0.45300460072873155
dl_meta,0.23064557043592498,0.3692754076045588,20,0.3687574817584092
mane,0.07916463286945771,0.2880857058524731,4,0.12656887624633623
conservation,0.03231727106923377,0.05929328696864388,12,0.051669041266522976
